,playerID,yearID,LastOfteamID,nameFirst,nameLast,weight,height,bats,lgID,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,debut,birthCountry,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
4,ackledu01,2016,NYA,Dustin,Ackley,205,73,L,AL,28.0,9.0,61.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2011-06-17,USA,1b,['1b'],0.14754098360655737,0.24285714285714285,9.0,0.14754098360655737,0.3903981264637002,0.22131147540983606,0.0,0.04878048780487805,0.03007518796992481,0.0,0.1396,0.04190333430537559
335,davisik02,2016,NYA,Ike,Davis,220,76,L,AL,8.0,3.0,14.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-04-19,USA,1b,[],0.21428571428571427,0.26666666666666666,3.0,0.21428571428571427,0.4809523809523809,0.32142857142857145,0.0,0.016260162601626018,0.007518796992481203,0.0,0.1,0.03452075310226787
110,beresja01,2016,MIN,James,Beresford,170,73,L,AL,10.0,5.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-10,Australia,1b,[],0.22727272727272727,0.2608695652173913,4.0,0.2727272727272727,0.5335968379446641,0.34090909090909094,0.0,0.0,0.0,0.0,0.1,0.034090909090909095
213,canhama01,2016,OAK,Mark,Canha,210,74,R,AL,16.0,5.0,41.0,3.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,3.0,5.0,1.0,2015-04-08,USA,1b,[],0.12195121951219512,0.13953488372093023,2.0,0.34146341463414637,0.48099829835507657,0.18292682926829268,0.06382978723404255,0.032520325203252036,0.045112781954887216,0.0,0.1,0.032438972366047446
1446,wilkian01,2016,MIL,Andy,Wilkins,225,73,L,NL,26.0,3.0,24.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-08-31,USA,1b,[],0.125,0.2222222222222222,1.0,0.2916666666666667,0.5138888888888888,0.1875,0.02127659574468085,0.024390243902439025,0.022556390977443608,0.016129032258064516,0.1,0.0271852262882628
720,kellydo01,2016,MIA,Don,Kelly,215,76,L,NL,13.0,4.0,27.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-02,USA,1b,['1b'],0.14814814814814814,0.2,2.0,0.2962962962962963,0.4962962962962963,0.2222222222222222,0.0,0.016260162601626018,0.022556390977443608,0.0,0.1,0.02610387758012919
750,lallibl01,2016,ATL,Blake,Lalli,210,73,L,NL,10.0,2.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-05-18,USA,1b,[],0.15384615384615385,0.15384615384615385,1.0,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.0,0.0,0.007518796992481203,0.0,0.1,0.0238288027761712
1177,rogerja02,2016,PIT,Jason,Rogers,260,73,R,NL,23.0,2.0,25.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,7.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-09-02,USA,1b,[],0.08,0.30303030303030304,1.0,0.16,0.463030303030303,0.12000000000000001,0.0,0.016260162601626018,0.015037593984962405,0.0,0.1,0.015129775658658846
1413,vogelda01,2016,SEA,Dan,Vogelbach,250,72,L,AL,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-09-12,USA,1b,[],0.08333333333333333,0.15384615384615385,1.0,0.08333333333333333,0.23717948717948717,0.125,0.0,0.0,0.0,0.0,0.1,0.0125
274,colabch01,2016,TOR,Chris,Colabello,210,76,R,AL,10.0,2.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2013-05-22,USA,1b,[],0.06896551724137931,0.15625,2.0,0.06896551724137931,0.2252155172413793,0.10344827586206896,0.0,0.0,0.007518796992481203,0.0,0.1,0.011096707285455018
909,morsemi01,2016,PIT,Mike,Morse,245,77,R,NL,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2005-05-31,USA,1b,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1430,walteza01,2016,LAN,Zach,Walters,210,74,B,NL,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2013-09-06,USA,1b,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
19,aguilje01,2016,CLE,Jesus,Aguilar,250,75,R,AL,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2014-05-15,Venezuela,1b,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
